ID,Parent Company,Acquisition Year,Acquisition Month,Acquired Company,Business,Country,Acquisition Price,Category,Derived Products,Acquisition Date
1446,Citrix,2014,8,Virtual,Android and IOS virtualization,United States,,-,Enterprise mobility products,2014-08-01
1447,Citrix,2014,10,RightSignature,Online signing tools,United States,,-,ShareFile,2014-10-01
1448,Citrix,2014,11,Solid Instance,Microsoft Windows virtual application delivery,United States,,-,Virtual desktop delivery,2014-11-01
1449,Citrix,2014,12,Octoblu,Networking,United States,,-,Citrix Octoblu,2014-12-01
1450,Citrix,2015,1,Sanbolic,Storage virtualization,United States,,-,Melio,2015-01-01
1451,Citrix,2015,4,Grasshopper,Telephone services,United States,,-,"GoToMeeting, GoToTraining, GoToWebinar, ShareFile, and OpenVoice",2015-04-01
1452,Citrix,2016,9,Norskale,UEM and application performance optimization,France,,-,"XenApp, XenDesktop",2016-09-01
1453,Citrix,2017,1,Unidesk,-,United States,,-,"XenApp, XenDesktop",2017-01-01
1454,Citrix,2018,2,Cedexis,Intelligent traffic management,France,,-,Citrix ITM,2018-02-01
1455,Citrix,2021,3,Wrike,Project management,United States,,-,Citrix Workspace,2021-03-01
